Rating,Title,New Desc,Level,BodyPart,Type,Equipment
Best,FYR Dumbbell Hammer Curl,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Intermediate,Biceps,Strength,Dumbbell
Best,Dumbbell overhead hold with single-arm curl,"The dumbbell overhead hold with single-arm curl combines an isometric overhead hold with a curl for the other arm. The two movements collectively target the muscles of the shoulders and arms, while providing a surprising core challenge. Expect to be challenged, even with light weight.",Intermediate,Biceps,Strength,Dumbbell
Bad,FYR Kneeling Biceps,The kneeling concentration curl allows you to target the biceps without having the ability to use momentum from the rest of your body to move the weight.,Intermediate,Biceps,Strength,Dumbbell
Bad,Lunge hold dumbbell curl,"The lunge hold dumbbell curl is a challenging complex that combines an isometric hold at the bottom of a lunge with a dumbbell biceps curl. The two exercises combine to target the legs, core, and biceps. The curl will determine the amount of weight you can use, but even a light weight will make the lunge hold seriously challenging.",Intermediate,Biceps,Strength,Dumbbell
Bad,FYR Dumbbell Biceps Curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Good,Alternating dumbbell snatch,"The alternating dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing it by alternating arms gives each arm the chance to recover, allowing you to do a greater amount of quality work. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Intermediate,Biceps,Strength,Dumbbell
Bad,TBS Incline Dumbbell Curl,The incline dumbbell biceps curl is an isolation exercise targeting the biceps. This variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle.,Intermediate,Biceps,Strength,Dumbbell
Best,TBS Hammer Curl,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Intermediate,Biceps,Strength,Dumbbell
Good,Reverse-grip dumbbell curl,"With the reverse-grip dumbbell curl, the palms face down, not up. This unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength. The move can be performed standing or seated. Because grip is a limiting factor, it is usually performed for moderate to high reps, such as 8-10 reps per set.",Intermediate,Biceps,Strength,Dumbbell
Best,Incline Dumbbell Curl - Gethin Variation,The incline dumbbell biceps curl is an isolation exercise targeting the biceps. This variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle.,Intermediate,Biceps,Strength,Dumbbell
Good,Hammer curl,"The hammer curl is a dumbbell movement that focuses on the biceps, brachialis, and forearm muscles. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Best,Seated Dumbbell Curl - Gethin Variation,"The seated dumbbell biceps curl is a standard exercise for building bigger biceps. While dumbbell biceps curls can be performed standing, this version involves sitting on a bench.",Intermediate,Biceps,Strength,Dumbbell
Good,Dumbbell Hammer Curl - Gethin Variation,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Intermediate,Biceps,Strength,Dumbbell
Bad,Single-arm seated dumbbell curl,"The single-arm seated dumbbell curl is a popular exercise for building bigger biceps. Performing it one arm at a time may allow you to use slightly heavier weight, while focusing on really feeling the mind-muscle connection in the working arm. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Intermediate,Biceps,Strength,Dumbbell
Good,Lying Cable Curl - Gethin Variation,The lying cable biceps curl is an isolation exercise that eliminates the possibility of using momentum from the lower body to raise the weight.,Intermediate,Biceps,Strength,Dumbbell
Bad,Dumbbell biceps curl,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Good,Seated Biceps Hammer Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,HM Alternating Reverse Lunge With Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,AM Hammer Curls,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Intermediate,Biceps,Strength,Dumbbell
Good,AM Seated Hammer Curls,"The seated hammer curl is a popular exercise for building bigger biceps. The movement resembles hammering a nail—hence the name. While hammer can be performed standing, this version involves sitting on a bench.",Intermediate,Biceps,Strength,Dumbbell
Best,Seated alternating biceps curl,"The seated alternating biceps curl is an exercise that builds bigger and stronger biceps. The alternating technique allows one arm to rest briefly while the other arm lifts. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Best,Alternating hammer curl,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Good,Alternating biceps curl,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Intermediate,Biceps,Strength,Dumbbell
Good,Holman Slow Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,Holman Biceps Curl to Chest Punch,None,Intermediate,Biceps,Strength,Dumbbell
Bad,Holman Right Arm Heavy Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Bad,Holman Left Arm Heavy Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Bad,Holman Alternating Front Lunge Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,Holman Weighted Double-Time Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Bad,Holman Heavy Right Arm Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,Holman Heavy Left Arm Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,MetaBurn Dumbbell Drag Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,MetaBurn Hammer Curl to Overhead Press,None,Intermediate,Biceps,Strength,Dumbbell
Best,MetaBurn Biceps Curl To Lateral Raise,None,Intermediate,Biceps,Strength,Dumbbell
Best,FYR2 Alternating Dumbbell Curl,None,Intermediate,Biceps,Strength,Dumbbell
Bad,FYR2 Pulse Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,FYR2 Seesaw Dumbbell Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,FYR2 Single-Dumbbell Biceps Curl,None,Intermediate,Biceps,Strength,Dumbbell
Best,FYR2 Dumbbell Curl-Row Complex,None,Intermediate,Biceps,Strength,Dumbbell
